,SKU,Date,Unit Sales,Dollar Sales
1456,8000451112,2015-11-23,12,155.88
1457,8000451112,2015-11-23,32,415.68
1458,8000451112,2015-11-26,33,428.67
1459,8000451112,2015-11-26,39,506.61
1460,8000451112,2015-11-27,35,454.65
1461,8000451112,2015-11-28,38,493.62
1462,8000451112,2015-11-30,2,25.98
1463,8000451112,2015-11-30,2,59.98
1464,8000451112,2015-11-30,12,155.88
1465,8000451112,2015-12-02,12,155.88
1466,8000451112,2015-12-03,37,480.63
1467,8000451112,2015-12-05,32,415.68
1468,8000451112,2015-12-05,35,454.65
1469,8000451112,2015-12-09,4,119.96
1470,8000451112,2015-12-12,34,441.66
1471,8000451112,2015-12-12,37,480.63
1472,8000451112,2015-12-14,2,25.98
1473,8000451112,2015-12-14,8,103.92
1474,8000451112,2015-12-17,32,415.68
1475,8000451112,2015-12-18,32,415.68
1476,8000451112,2015-12-24,32,415.68
1477,8000451112,2015-12-26,40,519.6
1478,8000451112,2015-12-28,33,428.67
1479,8000451112,2015-12-29,40,519.6
1480,8000451112,2016-01-01,33,428.67
1481,8000451112,2016-01-01,33,428.67
1482,8000451112,2016-01-01,35,454.65
1483,8000451112,2016-01-02,31,402.69
1484,8000451112,2016-01-02,34,441.66
1485,8000451112,2016-01-02,41,532.59
1486,8000451112,2016-01-04,33,428.67
1487,8000451112,2016-01-05,12,155.88
1488,8000451112,2016-01-06,11,142.89
1489,8000451112,2016-01-06,11,142.89
1490,8000451112,2016-01-08,36,467.64
1491,8000451112,2016-01-09,33,428.67
1492,8000451112,2016-01-09,40,519.6
1493,8000451112,2016-01-11,8,103.92
1494,8000451112,2016-01-11,42,545.58
1495,8000451112,2016-01-12,12,155.88
1496,8000451112,2016-01-12,39,506.61
1497,8000451112,2016-01-13,4,51.96
1498,8000451112,2016-01-13,12,155.88
1499,8000451112,2016-01-14,16,207.84
1500,8000451112,2016-01-14,32,415.68
1501,8000451112,2016-01-15,33,428.67
1502,8000451112,2016-01-15,37,480.63
1503,8000451112,2016-01-15,41,532.59
1504,8000451112,2016-01-16,32,415.68
1505,8000451112,2016-01-16,40,519.6
1506,8000451112,2016-01-18,33,428.67
1507,8000451112,2016-01-19,12,155.88
1508,8000451112,2016-01-19,33,428.67
1509,8000451112,2016-01-20,12,155.88
1510,8000451112,2016-01-22,34,441.66
1511,8000451112,2016-01-22,40,519.6
1512,8000451112,2016-01-23,38,493.62
1513,8000451112,2016-01-25,8,103.92
1514,8000451112,2016-01-25,12,155.88
1515,8000451112,2016-01-28,33,428.67
1516,8000451112,2016-01-29,32,415.68
1517,8000451112,2016-01-30,42,545.58
1518,8000451112,2016-02-01,32,415.68
1519,8000451112,2016-02-02,12,155.88
1520,8000451112,2016-02-04,32,415.68
1521,8000451112,2016-02-05,33,428.67
1522,8000451112,2016-02-05,38,493.62
1523,8000451112,2016-02-06,31,402.69
1524,8000451112,2016-02-09,3,38.97
1525,8000451112,2016-02-11,16,207.84
1526,8000451112,2016-02-11,32,415.68
1527,8000451112,2016-02-12,33,428.67
1528,8000451112,2016-02-13,41,532.59
1529,8000451112,2016-02-13,41,532.59
1530,8000451112,2016-02-13,42,545.58
1531,8000451112,2016-02-15,33,428.67
1532,8000451112,2016-02-16,36,467.64
1533,8000451112,2016-02-18,11,252.89
1534,8000451112,2016-02-18,36,467.64
1535,8000451112,2016-02-19,32,415.68
1536,8000451112,2016-02-19,39,506.61
1537,8000451112,2016-02-20,32,415.68
1538,8000451112,2016-02-20,41,532.59
1539,8000451112,2016-02-22,12,155.88
1540,8000451112,2016-02-23,12,155.88
1541,8000451112,2016-02-23,33,428.67
1542,8000451112,2016-02-26,35,454.65
1543,8000451112,2016-02-27,36,467.64
1544,8000451112,2016-02-29,35,454.65
1545,8000451112,2016-03-01,3,38.97
1546,8000451112,2016-03-01,12,155.88
1547,8000451112,2016-03-02,32,415.68
1548,8000451112,2016-03-03,38,493.62
1549,8000451112,2016-03-04,38,493.62
1550,8000451112,2016-03-05,37,480.63
1551,8000451112,2016-03-07,12,275.88
1552,8000451112,2016-03-07,33,428.67
1553,8000451112,2016-03-09,11,252.89
1554,8000451112,2016-03-10,11,142.89
1555,8000451112,2016-03-11,32,415.68
1556,8000451112,2016-03-11,33,428.67
1557,8000451112,2016-03-12,32,415.68
1558,8000451112,2016-03-12,42,545.58
1559,8000451112,2016-03-14,8,103.92
1560,8000451112,2016-03-14,32,415.68
1561,8000451112,2016-03-16,11,252.89
1562,8000451112,2016-03-19,40,519.6
1563,8000451112,2016-03-23,11,142.89
1564,8000451112,2016-03-23,11,252.89
1565,8000451112,2016-03-24,39,506.61
1566,8000451112,2016-03-25,37,480.63
1567,8000451112,2016-03-26,32,415.68
1568,8000451112,2016-03-26,37,480.63
1569,8000451112,2016-03-26,38,493.62
1570,8000451112,2016-03-29,36,467.64
1571,8000451112,2016-03-30,32,415.68
1572,8000451112,2016-03-31,32,415.68
1573,8000451112,2016-04-01,32,415.68
1574,8000451112,2016-04-01,35,454.65
1575,8000451112,2016-04-01,41,532.59
1576,8000451112,2016-04-01,42,545.58
1577,8000451112,2016-04-02,34,441.66
1578,8000451112,2016-04-02,37,480.63
1579,8000451112,2016-04-04,33,428.67
1580,8000451112,2016-04-05,12,155.88
1581,8000451112,2016-04-05,32,415.68
1582,8000451112,2016-04-06,11,142.89
1583,8000451112,2016-04-08,38,493.62
1584,8000451112,2016-04-08,40,519.6
1585,8000451112,2016-04-09,33,428.67
1586,8000451112,2016-04-11,8,103.92
1587,8000451112,2016-04-12,12,275.88
1588,8000451112,2016-04-12,32,415.68
1589,8000451112,2016-04-15,32,415.68
1590,8000451112,2016-04-15,34,441.66
1591,8000451112,2016-04-16,35,454.65
1592,8000451112,2016-04-18,2,63.98
1593,8000451112,2016-04-18,12,275.88
1594,8000451112,2016-04-18,35,454.65
1595,8000451112,2016-04-19,38,493.62
1596,8000451112,2016-04-21,38,493.62
1597,8000451112,2016-04-22,33,428.67
1598,8000451112,2016-04-23,38,493.62
1599,8000451112,2016-04-25,8,103.92
1600,8000451112,2016-04-25,33,428.67
1601,8000451112,2016-04-26,35,454.65
1602,8000451112,2016-04-30,31,402.69
1603,8000451112,2016-05-02,36,467.64
1604,8000451112,2016-05-03,12,275.88
1605,8000451112,2016-05-05,38,493.62
1606,8000451112,2016-05-06,40,519.6
1607,8000451112,2016-05-11,11,252.89
1608,8000451112,2016-05-11,12,155.88
1609,8000451112,2016-05-13,40,519.6
1610,8000451112,2016-05-14,36,467.64
1611,8000451112,2016-05-18,11,142.89
1612,8000451112,2016-05-18,36,467.64
1613,8000451112,2016-05-20,33,428.67
1614,8000451112,2016-05-20,41,532.59
1615,8000451112,2016-05-21,31,402.69
1616,8000451112,2016-05-21,36,467.64
1617,8000451112,2016-05-23,40,519.6
1618,8000451112,2016-05-24,32,415.68
1619,8000451112,2016-05-24,42,545.58
1620,8000451112,2016-05-25,36,467.64
1621,8000451112,2016-05-26,41,532.59
1622,8000451112,2016-05-27,38,493.62
1623,8000451112,2016-05-27,39,506.61
1624,8000451112,2016-05-30,35,454.65
1625,8000451112,2016-06-01,4,51.96
1626,8000451112,2016-06-01,32,415.68
1627,8000451112,2016-06-04,38,493.62
1628,8000451112,2016-06-06,2,25.98
1629,8000451112,2016-06-08,12,155.88
1630,8000451112,2016-06-10,34,441.66
1631,8000451112,2016-06-10,35,454.65
1632,8000451112,2016-06-10,39,506.61
1633,8000451112,2016-06-11,37,480.63
1634,8000451112,2016-06-11,38,493.62
1635,8000451112,2016-06-13,2,63.98
1636,8000451112,2016-06-14,36,467.64
1637,8000451112,2016-06-15,32,415.68
1638,8000451112,2016-06-17,38,493.62
1639,8000451112,2016-06-18,34,441.66
1640,8000451112,2016-06-18,40,519.6
1641,8000451112,2016-06-21,42,545.58
1642,8000451112,2016-06-22,33,428.67
1643,8000451112,2016-06-23,16,207.84
1644,8000451112,2016-06-24,39,506.61
1645,8000451112,2016-06-24,39,506.61
1646,8000451112,2016-06-25,34,441.66
1647,8000451112,2016-06-27,12,155.88
1648,8000451112,2016-06-27,12,155.88
1649,8000451112,2016-06-27,33,428.67
1650,8000451112,2016-06-30,32,415.68
1651,8000451112,2016-07-01,39,506.61
1652,8000451112,2016-07-01,39,506.61
1653,8000451112,2016-07-01,42,545.58
1654,8000451112,2016-07-02,38,493.62
1655,8000451112,2016-07-04,2,63.98
1656,8000451112,2016-07-04,12,155.88
1657,8000451112,2016-07-04,37,480.63
1658,8000451112,2016-07-05,41,532.59
1659,8000451112,2016-07-07,36,467.64
1660,8000451112,2016-07-08,33,428.67
1661,8000451112,2016-07-08,41,532.59
1662,8000451112,2016-07-09,32,415.68
1663,8000451112,2016-07-09,42,545.58
1664,8000451112,2016-07-11,8,103.92
1665,8000451112,2016-07-11,12,155.88
1666,8000451112,2016-07-11,40,519.6
1667,8000451112,2016-07-12,36,467.64
1668,8000451112,2016-07-13,4,51.96
1669,8000451112,2016-07-13,11,142.89
1670,8000451112,2016-07-14,41,532.59
1671,8000451112,2016-07-15,37,480.63
1672,8000451112,2016-07-15,39,506.61
1673,8000451112,2016-07-16,33,428.67
1674,8000451112,2016-07-19,12,155.88
1675,8000451112,2016-07-19,35,454.65
1676,8000451112,2016-07-22,38,493.62
1677,8000451112,2016-07-25,37,480.63
1678,8000451112,2016-07-26,37,480.63
1679,8000451112,2016-07-27,32,415.68
1680,8000451112,2016-07-28,33,428.67
1681,8000451112,2016-07-28,35,454.65
1682,8000451112,2016-07-29,36,467.64
1683,8000451112,2016-07-29,38,493.62
1684,8000451112,2016-07-29,38,493.62
1685,8000451112,2016-08-04,11,142.89
1686,8000451112,2016-08-04,32,415.68
1687,8000451112,2016-08-04,33,428.67
1688,8000451112,2016-08-05,34,441.66
1689,8000451112,2016-08-05,36,467.64
1690,8000451112,2016-08-08,37,480.63
1691,8000451112,2016-08-08,38,493.62
1692,8000451112,2016-08-09,32,415.68
1693,8000451112,2016-08-11,40,519.6
1694,8000451112,2016-08-12,32,415.68
1695,8000451112,2016-08-12,35,454.65
1696,8000451112,2016-08-12,41,532.59
1697,8000451112,2016-08-15,8,103.92
1698,8000451112,2016-08-16,32,415.68
1699,8000451112,2016-08-17,32,415.68
1700,8000451112,2016-08-17,33,428.67
1701,8000451112,2016-08-18,33,428.67
1702,8000451112,2016-08-18,39,506.61
1703,8000451112,2016-08-19,35,454.65
1704,8000451112,2016-08-19,38,493.62
1705,8000451112,2016-08-20,40,519.6
1706,8000451112,2016-08-20,42,545.58
1707,7312455530,2014-08-21,2,45.98
1708,7312455530,2014-08-22,1,22.99
1709,7312455530,2014-08-26,2,45.98
1710,7312455530,2014-08-28,3,68.97
1711,7312455530,2014-08-28,3,68.97
1712,7312455530,2014-09-02,2,45.98
1713,7312455530,2014-09-04,2,45.98
1714,7312455530,2014-09-04,2,45.98
1715,7312455530,2014-09-04,3,68.97
1716,7312455530,2014-09-06,2,45.98
1717,7312455530,2014-09-08,2,45.98
1718,7312455530,2014-09-09,2,45.98
1719,7312455530,2014-09-09,4,91.96
1720,7312455530,2014-09-13,2,45.98
1721,7312455530,2014-09-15,2,45.98
1722,7312455530,2014-09-17,5,114.95
1723,7312455530,2014-09-17,5,114.95
1724,7312455530,2014-09-18,2,45.98
1725,7312455530,2014-09-18,3,68.97
1726,7312455530,2014-09-23,4,91.96
1727,7312455530,2014-09-25,2,45.98
1728,7312455530,2014-09-27,2,45.98
1729,7312455530,2014-09-30,2,45.98
1730,7312455530,2014-09-30,2,45.98
1731,7312455530,2014-09-30,2,45.98
1732,7312455530,2014-09-30,4,91.96
1733,7312455530,2014-10-02,2,45.98
1734,7312455530,2014-10-02,3,68.97
1735,7312455530,2014-10-06,2,45.98
1736,7312455530,2014-10-11,2,45.98
1737,7312455530,2014-10-14,2,45.98
1738,7312455530,2014-10-14,4,91.96
1739,7312455530,2014-10-15,5,114.95
1740,7312455530,2014-10-16,2,45.98
1741,7312455530,2014-10-17,1,22.99
1742,7312455530,2014-10-20,2,45.98
1743,7312455530,2014-10-23,2,45.98
1744,7312455530,2014-10-23,3,68.97
1745,7312455530,2014-10-24,1,22.99
1746,7312455530,2014-10-27,2,45.98
1747,7312455530,2014-10-27,2,45.98
1748,7312455530,2014-10-28,2,45.98
1749,7312455530,2014-10-29,5,114.95
1750,7312455530,2014-10-30,2,45.98
1751,7312455530,2014-10-30,3,68.97
1752,7312455530,2014-11-04,2,45.98
1753,7312455530,2014-11-04,2,45.98
1754,7312455530,2014-11-04,4,91.96
1755,7312455530,2014-11-08,2,45.98
1756,7312455530,2014-11-10,2,45.98
1757,7312455530,2014-11-10,2,45.98
1758,7312455530,2014-11-11,2,45.98
1759,7312455530,2014-11-13,2,45.98
1760,7312455530,2014-11-18,2,45.98
1761,7312455530,2014-11-18,2,45.98
1762,7312455530,2014-11-20,2,45.98
1763,7312455530,2014-12-01,2,45.98
1764,7312455530,2014-12-02,4,91.96
1765,7312455530,2014-12-04,2,45.98
1766,7312455530,2014-12-04,3,68.97
1767,7312455530,2014-12-04,3,68.97
1768,7312455530,2014-12-09,2,45.98
1769,7312455530,2014-12-10,5,114.95
1770,7312455530,2014-12-16,2,45.98
1771,7312455530,2014-12-18,2,45.98
1772,7312455530,2014-12-20,2,45.98
1773,7312455530,2014-12-24,3,68.97
1774,7312455530,2014-12-27,2,45.98
1775,7312455530,2014-12-29,2,45.98
1776,7312455530,2014-12-30,2,45.98
1777,7312455530,2015-01-02,1,22.99
1778,7312455530,2015-01-03,2,45.98
1779,7312455530,2015-01-05,2,45.98
1780,7312455530,2015-01-06,2,45.98
1781,7312455530,2015-01-06,2,45.98
1782,7312455530,2015-01-07,3,68.97
1783,7312455530,2015-01-08,3,68.97
1784,7312455530,2015-01-12,2,45.98
1785,7312455530,2015-01-13,2,45.98
1786,7312455530,2015-01-14,3,68.97
1787,7312455530,2015-01-15,2,45.98
1788,7312455530,2015-01-15,3,68.97
1789,7312455530,2015-01-15,3,68.97
1790,7312455530,2015-01-19,2,45.98
1791,7312455530,2015-01-22,2,45.98
1792,7312455530,2015-01-22,2,45.98
1793,7312455530,2015-01-22,3,68.97
1794,7312455530,2015-01-27,2,45.98
1795,7312455530,2015-01-29,2,45.98
1796,7312455530,2015-02-04,5,114.95
1797,7312455530,2015-02-05,3,68.97
1798,7312455530,2015-02-07,2,45.98
1799,7312455530,2015-02-10,2,45.98
1800,7312455530,2015-02-10,2,45.98
1801,7312455530,2015-02-11,3,68.97
1802,7312455530,2015-02-12,2,45.98
1803,7312455530,2015-02-16,2,45.98
1804,7312455530,2015-02-18,5,114.95
1805,7312455530,2015-02-18,5,114.95
1806,7312455530,2015-02-19,3,68.97
1807,7312455530,2015-02-24,2,45.98
1808,7312455530,2015-02-24,2,45.98
1809,7312455530,2015-02-24,2,45.98
1810,7312455530,2015-02-25,3,68.97
1811,7312455530,2015-02-25,5,114.95
1812,7312455530,2015-03-03,4,91.96
1813,7312455530,2015-03-06,3,68.97
1814,7312455530,2015-03-07,2,45.98
1815,7312455530,2015-03-11,3,68.97
1816,7312455530,2015-03-11,5,114.95
1817,7312455530,2015-03-12,2,45.98
1818,7312455530,2015-03-14,2,45.98
1819,7312455530,2015-03-17,2,45.98
1820,7312455530,2015-03-18,5,114.95
1821,7312455530,2015-03-23,2,45.98
1822,7312455530,2015-03-26,2,45.98
1823,7312455530,2015-03-26,2,45.98
1824,7312455530,2015-03-26,3,68.97
1825,7312455530,2015-04-01,3,68.97
1826,7312455530,2015-04-04,2,45.98
1827,7312455530,2015-04-06,2,45.98
1828,7312455530,2015-04-07,2,45.98
1829,7312455530,2015-04-09,3,68.97
1830,7312455530,2015-04-11,2,45.98
1831,7312455530,2015-04-15,3,68.97
1832,7312455530,2015-04-16,3,68.97
1833,7312455530,2015-04-17,1,22.99
1834,7312455530,2015-04-18,2,45.98
1835,7312455530,2015-04-22,3,68.97
1836,7312455530,2015-04-24,3,68.97
1837,7312455530,2015-04-28,2,45.98
1838,7312455530,2015-04-28,2,45.98
1839,7312455530,2015-04-29,3,68.97
1840,7312455530,2015-04-30,3,68.97
1841,7312455530,2015-05-02,2,45.98
1842,7312455530,2015-05-04,2,45.98
1843,7312455530,2015-05-05,2,45.98
1844,7312455530,2015-05-05,4,91.96
1845,7312455530,2015-05-07,2,45.98
1846,7312455530,2015-05-07,3,68.97
1847,7312455530,2015-05-09,2,45.98
1848,7312455530,2015-05-13,3,68.97
1849,7312455530,2015-05-14,2,45.98
1850,7312455530,2015-05-15,3,68.97
1851,7312455530,2015-05-18,2,45.98
1852,7312455530,2015-05-19,2,45.98
1853,7312455530,2015-05-20,5,114.95
1854,7312455530,2015-05-26,4,91.96
1855,7312455530,2015-05-27,3,68.97
1856,7312455530,2015-06-03,3,68.97
1857,7312455530,2015-06-03,5,114.95
1858,7312455530,2015-06-04,3,68.97
1859,7312455530,2015-06-05,3,68.97
1860,7312455530,2015-06-06,2,45.98
1861,7312455530,2015-06-09,2,45.98
1862,7312455530,2015-06-10,5,114.95
1863,7312455530,2015-06-15,2,45.98
1864,7312455530,2015-06-19,3,68.97
1865,7312455530,2015-06-22,2,45.98
1866,7312455530,2015-06-24,5,114.95
1867,7312455530,2015-06-25,2,45.98
1868,7312455530,2015-06-30,2,45.98
1869,7312455530,2015-07-01,5,114.95
1870,7312455530,2015-07-02,2,45.98
1871,7312455530,2015-07-04,2,45.98
1872,7312455530,2015-07-06,2,45.98
1873,7312455530,2015-07-07,2,45.98
1874,7312455530,2015-07-07,2,45.98
1875,7312455530,2015-07-09,2,45.98
1876,7312455530,2015-07-09,2,45.98
1877,7312455530,2015-07-09,2,45.98
1878,7312455530,2015-07-11,2,45.98
1879,7312455530,2015-07-18,2,45.98
1880,7312455530,2015-07-22,3,68.97
1881,7312455530,2015-07-23,2,45.98
1882,7312455530,2015-07-23,2,45.98
1883,7312455530,2015-07-23,3,68.97
1884,7312455530,2015-07-25,2,45.98
1885,7312455530,2015-07-27,2,45.98
1886,7312455530,2015-07-27,2,45.98
1887,7312455530,2015-07-28,2,45.98
1888,7312455530,2015-07-28,2,45.98
1889,7312455530,2015-07-28,2,45.98
1890,7312455530,2015-08-03,2,45.98
1891,7312455530,2015-08-04,4,91.96
1892,7312455530,2015-08-08,2,45.98
1893,7312455530,2015-08-12,3,68.97
1894,7312455530,2015-08-12,5,114.95
1895,7312455530,2015-08-15,2,45.98
1896,7312455530,2015-08-19,5,114.95
1897,7312455530,2015-08-19,5,114.95
1898,7312455530,2015-08-20,3,68.97
1899,7312455530,2015-08-20,3,68.97
1900,7312455530,2015-08-21,3,68.97
1901,7312455530,2015-08-24,2,45.98
1902,7312455530,2015-08-25,4,91.96
1903,7312455530,2015-08-26,5,114.95
1904,7312455530,2015-08-27,3,68.97
1905,7312455530,2015-08-28,1,22.99
1906,7312455530,2015-08-29,2,45.98
1907,7312455530,2015-09-01,4,91.96
1908,7312455530,2015-09-02,5,114.95
1909,7312455530,2015-09-03,3,68.97
1910,7312455530,2015-09-05,2,45.98
1911,7312455530,2015-09-05,2,45.98
1912,7312455530,2015-09-08,4,91.96
1913,7312455530,2015-09-12,2,45.98
1914,7312455530,2015-09-15,2,45.98
1915,7312455530,2015-09-18,3,68.97
1916,7312455530,2015-09-19,2,45.98
1917,7312455530,2015-09-21,2,45.98
1918,7312455530,2015-09-24,3,68.97
1919,7312455530,2015-09-25,3,68.97
1920,7312455530,2015-09-30,5,114.95
1921,7312455530,2015-10-01,2,45.98
1922,7312455530,2015-10-01,3,68.97
1923,7312455530,2015-10-03,2,45.98
1924,7312455530,2015-10-05,2,45.98
1925,7312455530,2015-10-07,3,68.97
1926,7312455530,2015-10-08,3,68.97
1927,7312455530,2015-10-10,2,45.98
1928,7312455530,2015-10-13,2,45.98
1929,7312455530,2015-10-14,3,68.97
1930,7312455530,2015-10-15,2,45.98
1931,7312455530,2015-10-15,2,45.98
1932,7312455530,2015-10-17,2,45.98
1933,7312455530,2015-10-20,2,45.98
1934,7312455530,2015-10-20,2,45.98
1935,7312455530,2015-10-21,3,68.97
1936,7312455530,2015-10-22,3,68.97
1937,7312455530,2015-10-22,3,68.97
1938,7312455530,2015-10-23,1,22.99
1939,7312455530,2015-10-24,2,45.98
1940,7312455530,2015-10-29,3,68.97
1941,7312455530,2015-11-02,2,45.98
1942,7312455530,2015-11-03,2,45.98
1943,7312455530,2015-11-04,5,114.95
1944,7312455530,2015-11-07,2,45.98
1945,7312455530,2015-11-09,2,45.98
1946,7312455530,2015-11-10,2,45.98
1947,7312455530,2015-11-11,5,114.95
1948,7312455530,2015-11-12,2,45.98
1949,7312455530,2015-11-12,3,68.97
1950,7312455530,2015-11-14,2,45.98
1951,7312455530,2015-11-17,2,45.98
1952,7312455530,2015-11-19,3,68.97
1953,7312455530,2015-11-21,2,45.98
1954,7312455530,2015-11-23,2,45.98
1955,7312455530,2015-11-24,2,45.98
1956,7312455530,2015-11-24,2,45.98
1957,7312455530,2015-11-26,2,45.98
1958,7312455530,2015-12-03,3,68.97
1959,7312455530,2015-12-08,4,91.96
1960,7312455530,2015-12-09,3,68.97
1961,7312455530,2015-12-09,5,114.95
1962,7312455530,2015-12-10,3,68.97
1963,7312455530,2015-12-10,3,68.97
1964,7312455530,2015-12-15,2,45.98
1965,7312455530,2015-12-15,2,45.98
1966,7312455530,2015-12-15,4,91.96
1967,7312455530,2015-12-17,3,68.97
1968,7312455530,2015-12-21,2,45.98
1969,7312455530,2015-12-22,2,45.98
1970,7312455530,2015-12-22,2,45.98
1971,7312455530,2015-12-24,3,68.97
1972,7312455530,2015-12-25,3,68.97
1973,7312455530,2015-12-28,2,45.98
1974,7312455530,2015-12-29,4,91.96
1975,7312455530,2015-12-31,3,68.97
1976,7312455530,2016-01-05,2,45.98
1977,7312455530,2016-01-05,2,45.98
1978,7312455530,2016-01-06,3,68.97
1979,7312455530,2016-01-06,5,114.95
1980,7312455530,2016-01-06,5,114.95
1981,7312455530,2016-01-07,2,45.98
1982,7312455530,2016-01-07,2,45.98
1983,7312455530,2016-01-07,3,68.97
1984,7312455530,2016-01-12,2,45.98
1985,7312455530,2016-01-12,2,45.98
1986,7312455530,2016-01-13,5,114.95
1987,7312455530,2016-01-14,3,68.97
1988,7312455530,2016-01-14,3,68.97
1989,7312455530,2016-01-14,3,68.97
1990,7312455530,2016-01-19,2,45.98
1991,7312455530,2016-01-20,5,114.95
1992,7312455530,2016-01-21,2,45.98
1993,7312455530,2016-01-21,3,68.97
1994,7312455530,2016-01-22,3,68.97
1995,7312455530,2016-01-23,2,45.98
1996,7312455530,2016-01-26,2,45.98
1997,7312455530,2016-01-28,3,68.97
1998,7312455530,2016-02-02,4,91.96
1999,7312455530,2016-02-03,5,114.95
2000,7312455530,2016-02-09,2,45.98
2001,7312455530,2016-02-10,5,114.95
2002,7312455530,2016-02-11,2,45.98
2003,7312455530,2016-02-11,3,68.97
2004,7312455530,2016-02-12,1,22.99
2005,7312455530,2016-02-15,2,45.98
2006,7312455530,2016-02-16,4,91.96
2007,7312455530,2016-02-18,3,68.97
2008,7312455530,2016-02-19,3,68.97
2009,7312455530,2016-02-23,4,91.96
2010,7312455530,2016-02-24,3,68.97
2011,7312455530,2016-02-25,3,68.97
2012,7312455530,2016-02-25,3,68.97
2013,7312455530,2016-02-26,1,22.99
2014,7312455530,2016-03-02,5,114.95
2015,7312455530,2016-03-03,2,45.98
2016,7312455530,2016-03-03,2,45.98
2017,7312455530,2016-03-07,2,45.98
2018,7312455530,2016-03-08,2,45.98
2019,7312455530,2016-03-08,4,91.96
2020,7312455530,2016-03-08,4,91.96
2021,7312455530,2016-03-16,5,114.95
2022,7312455530,2016-03-17,2,45.98
2023,7312455530,2016-03-17,3,68.97
2024,7312455530,2016-03-17,3,68.97
2025,7312455530,2016-03-17,3,68.97
2026,7312455530,2016-03-18,3,68.97
2027,7312455530,2016-03-22,2,45.98
2028,7312455530,2016-03-22,2,45.98
2029,7312455530,2016-03-22,4,91.96
2030,7312455530,2016-03-23,3,68.97
2031,7312455530,2016-03-24,3,68.97
2032,7312455530,2016-03-29,2,45.98
2033,7312455530,2016-03-29,2,45.98
2034,7312455530,2016-03-30,5,114.95
2035,7312455530,2016-03-31,3,68.97
2036,7312455530,2016-04-01,1,22.99
2037,7312455530,2016-04-04,2,45.98
2038,7312455530,2016-04-05,4,91.96
2039,7312455530,2016-04-07,2,45.98
2040,7312455530,2016-04-07,3,68.97
2041,7312455530,2016-04-08,1,22.99
2042,7312455530,2016-04-08,3,68.97
2043,7312455530,2016-04-12,2,45.98
2044,7312455530,2016-04-13,5,114.95
2045,7312455530,2016-04-13,5,114.95
2046,7312455530,2016-04-14,2,45.98
2047,7312455530,2016-04-21,3,68.97
2048,7312455530,2016-04-25,2,45.98
2049,7312455530,2016-04-26,2,45.98
2050,7312455530,2016-04-26,4,91.96
2051,7312455530,2016-04-28,2,45.98
2052,7312455530,2016-04-28,2,45.98
2053,7312455530,2016-04-29,3,68.97
2054,7312455530,2016-05-02,2,45.98
2055,7312455530,2016-05-03,2,45.98
2056,7312455530,2016-05-05,2,45.98
2057,7312455530,2016-05-10,2,45.98
2058,7312455530,2016-05-10,2,45.98
2059,7312455530,2016-05-10,4,91.96
2060,7312455530,2016-05-12,3,68.97
2061,7312455530,2016-05-13,3,68.97
2062,7312455530,2016-05-17,4,91.96
2063,7312455530,2016-05-19,2,45.98
2064,7312455530,2016-05-20,1,22.99
2065,7312455530,2016-05-24,2,45.98
2066,7312455530,2016-05-24,4,91.96
2067,7312455530,2016-05-25,5,114.95
2068,7312455530,2016-05-26,2,45.98
2069,7312455530,2016-05-31,2,45.98
2070,7312455530,2016-06-01,5,114.95
2071,7312455530,2016-06-01,5,114.95
2072,7312455530,2016-06-02,3,68.97
2073,7312455530,2016-06-03,3,68.97
2074,7312455530,2016-06-06,2,45.98
2075,7312455530,2016-06-07,4,91.96
2076,7312455530,2016-06-07,4,91.96
2077,7312455530,2016-06-08,5,114.95
2078,7312455530,2016-06-10,3,68.97
2079,7312455530,2016-06-14,4,91.96
2080,7312455530,2016-06-15,5,114.95
2081,7312455530,2016-06-16,3,68.97
2082,7312455530,2016-06-16,3,68.97
2083,7312455530,2016-06-21,4,91.96
2084,7312455530,2016-06-22,3,68.97
2085,7312455530,2016-06-23,2,45.98
2086,7312455530,2016-06-28,2,45.98
2087,7312455530,2016-06-28,4,91.96
2088,7312455530,2016-06-29,5,114.95
2089,7312455530,2016-06-30,3,68.97
2090,7312455530,2016-07-06,3,68.97
2091,7312455530,2016-07-07,2,45.98
2092,7312455530,2016-07-07,3,68.97
2093,7312455530,2016-07-12,2,45.98
2094,7312455530,2016-07-12,4,91.96
2095,7312455530,2016-07-13,3,68.97
2096,7312455530,2016-07-14,2,45.98
2097,7312455530,2016-07-18,2,45.98
2098,7312455530,2016-07-20,5,114.95
2099,7312455530,2016-07-21,2,45.98
2100,7312455530,2016-07-26,4,91.96
2101,7312455530,2016-07-27,5,114.95
2102,7312455530,2016-07-28,2,45.98
2103,7312455530,2016-07-28,3,68.97
2104,7312455530,2016-08-03,3,68.97
2105,7312455530,2016-08-03,5,114.95
2106,7312455530,2016-08-03,5,114.95
2107,7312455530,2016-08-04,2,45.98
2108,7312455530,2016-08-05,3,68.97
2109,7312455530,2016-08-06,2,45.98
2110,7312455530,2016-08-09,2,45.98
2111,7312455530,2016-08-09,4,91.96
2112,7312455530,2016-08-10,3,68.97
2113,7312455530,2016-08-11,3,68.97
2114,7312455530,2016-08-15,2,45.98
2115,7312455530,2016-08-16,2,45.98
2116,7312455530,2016-08-16,2,45.98
2117,7312455530,2016-08-17,3,68.97
2118,7312455530,2016-08-17,5,114.95
2119,7312455530,2016-08-18,3,68.97
2120,7312455530,2016-08-19,1,22.99
