,DB_ID,SKU,Store,Date,Unit Sales,Dollar Sales,Month,Year/Month,Week,Week of month,Period of month,Unit Cost,Profit,Day of the week
1765,93726,7312455530,312,2014-12-04,2.0,45.98,12,2014-12,2014-48,1,Beginning,14.5,16.979999999999997,4
1766,93727,7312455530,312,2014-12-04,3.0,68.97,12,2014-12,2014-48,1,Beginning,14.5,25.47,4
1767,93728,7312455530,312,2014-12-04,3.0,68.97,12,2014-12,2014-48,1,Beginning,14.5,25.47,4
1768,93729,7312455530,312,2014-12-09,2.0,45.98,12,2014-12,2014-49,2,Middle,14.5,16.979999999999997,2
1769,93730,7312455530,312,2014-12-10,5.0,114.95,12,2014-12,2014-49,2,Middle,14.5,42.45,3
1770,93731,7312455530,312,2014-12-16,2.0,45.98,12,2014-12,2014-50,3,Middle,14.5,16.979999999999997,2
1771,93732,7312455530,312,2014-12-18,2.0,45.98,12,2014-12,2014-50,3,Middle,14.5,16.979999999999997,4
1772,93733,7312455530,312,2014-12-20,2.0,45.98,12,2014-12,2014-50,3,Middle,14.5,16.979999999999997,6
1773,93734,7312455530,312,2014-12-24,3.0,68.97,12,2014-12,2014-51,4,End,14.5,25.47,3
1774,93735,7312455530,312,2014-12-27,2.0,45.98,12,2014-12,2014-51,4,End,14.5,16.979999999999997,6
1775,93736,7312455530,312,2014-12-29,2.0,45.98,12,2014-12,2014-52,5,End,14.5,16.979999999999997,1
1776,93737,7312455530,312,2014-12-30,2.0,45.98,12,2014-12,2014-52,5,End,14.5,16.979999999999997,2
1777,93738,7312455530,312,2015-01-02,1.0,22.99,1,2015-01,2015-00,0,Beginning,14.5,8.489999999999998,5
1778,93739,7312455530,312,2015-01-03,2.0,45.98,1,2015-01,2015-00,0,Beginning,14.5,16.979999999999997,6
1779,93740,7312455530,312,2015-01-05,2.0,45.98,1,2015-01,2015-01,1,Beginning,14.5,16.979999999999997,1
1780,93741,7312455530,312,2015-01-06,2.0,45.98,1,2015-01,2015-01,1,Beginning,14.5,16.979999999999997,2
1781,93742,7312455530,312,2015-01-06,2.0,45.98,1,2015-01,2015-01,1,Beginning,14.5,16.979999999999997,2
1782,93743,7312455530,312,2015-01-07,3.0,68.97,1,2015-01,2015-01,1,Beginning,14.5,25.47,3
1783,93744,7312455530,312,2015-01-08,3.0,68.97,1,2015-01,2015-01,1,Beginning,14.5,25.47,4
1784,93745,7312455530,312,2015-01-12,2.0,45.98,1,2015-01,2015-02,2,Middle,14.5,16.979999999999997,1
1785,93746,7312455530,312,2015-01-13,2.0,45.98,1,2015-01,2015-02,2,Middle,14.5,16.979999999999997,2
1786,93747,7312455530,312,2015-01-14,3.0,68.97,1,2015-01,2015-02,2,Middle,14.5,25.47,3
1787,93748,7312455530,312,2015-01-15,2.0,45.98,1,2015-01,2015-02,2,Middle,14.5,16.979999999999997,4
1788,93749,7312455530,312,2015-01-15,3.0,68.97,1,2015-01,2015-02,2,Middle,14.5,25.47,4
1789,93750,7312455530,312,2015-01-15,3.0,68.97,1,2015-01,2015-02,2,Middle,14.5,25.47,4
1790,93751,7312455530,312,2015-01-19,2.0,45.98,1,2015-01,2015-03,3,Middle,14.5,16.979999999999997,1
1791,93752,7312455530,312,2015-01-22,2.0,45.98,1,2015-01,2015-03,3,Middle,14.5,16.979999999999997,4
1792,93753,7312455530,312,2015-01-22,2.0,45.98,1,2015-01,2015-03,3,Middle,14.5,16.979999999999997,4
1793,93754,7312455530,312,2015-01-22,3.0,68.97,1,2015-01,2015-03,3,Middle,14.5,25.47,4
1794,93755,7312455530,312,2015-01-27,2.0,45.98,1,2015-01,2015-04,4,End,14.5,16.979999999999997,2
1795,93756,7312455530,312,2015-01-29,2.0,45.98,1,2015-01,2015-04,4,End,14.5,16.979999999999997,4
1796,93757,7312455530,312,2015-02-04,5.0,114.95,2,2015-02,2015-05,1,Beginning,14.5,42.45,3
1797,93758,7312455530,312,2015-02-05,3.0,68.97,2,2015-02,2015-05,1,Beginning,14.5,25.47,4
1798,93759,7312455530,312,2015-02-07,2.0,45.98,2,2015-02,2015-05,1,Beginning,14.5,16.979999999999997,6
1799,93760,7312455530,312,2015-02-10,2.0,45.98,2,2015-02,2015-06,2,Middle,14.5,16.979999999999997,2
1800,93761,7312455530,312,2015-02-10,2.0,45.98,2,2015-02,2015-06,2,Middle,14.5,16.979999999999997,2
1801,93762,7312455530,312,2015-02-11,3.0,68.97,2,2015-02,2015-06,2,Middle,14.5,25.47,3
1802,93763,7312455530,312,2015-02-12,2.0,45.98,2,2015-02,2015-06,2,Middle,14.5,16.979999999999997,4
1803,93764,7312455530,312,2015-02-16,2.0,45.98,2,2015-02,2015-07,3,Middle,14.5,16.979999999999997,1
1804,93765,7312455530,312,2015-02-18,5.0,114.95,2,2015-02,2015-07,3,Middle,14.5,42.45,3
1805,93766,7312455530,312,2015-02-18,5.0,114.95,2,2015-02,2015-07,3,Middle,14.5,42.45,3
1806,93767,7312455530,312,2015-02-19,3.0,68.97,2,2015-02,2015-07,3,Middle,14.5,25.47,4
1807,93768,7312455530,312,2015-02-24,2.0,45.98,2,2015-02,2015-08,4,End,14.5,16.979999999999997,2
1808,93769,7312455530,312,2015-02-24,2.0,45.98,2,2015-02,2015-08,4,End,14.5,16.979999999999997,2
1809,93770,7312455530,312,2015-02-24,2.0,45.98,2,2015-02,2015-08,4,End,14.5,16.979999999999997,2
1810,93771,7312455530,312,2015-02-25,3.0,68.97,2,2015-02,2015-08,4,End,14.5,25.47,3
1811,93772,7312455530,312,2015-02-25,5.0,114.95,2,2015-02,2015-08,4,End,14.5,42.45,3
1812,93773,7312455530,312,2015-03-03,4.0,91.96,3,2015-03,2015-09,1,Beginning,14.5,33.959999999999994,2
1813,93774,7312455530,312,2015-03-06,3.0,68.97,3,2015-03,2015-09,1,Beginning,14.5,25.47,5
1814,93775,7312455530,312,2015-03-07,2.0,45.98,3,2015-03,2015-09,1,Beginning,14.5,16.979999999999997,6
1815,93776,7312455530,312,2015-03-11,3.0,68.97,3,2015-03,2015-10,2,Middle,14.5,25.47,3
1816,93777,7312455530,312,2015-03-11,5.0,114.95,3,2015-03,2015-10,2,Middle,14.5,42.45,3
1817,93778,7312455530,312,2015-03-12,2.0,45.98,3,2015-03,2015-10,2,Middle,14.5,16.979999999999997,4
1818,93779,7312455530,312,2015-03-14,2.0,45.98,3,2015-03,2015-10,2,Middle,14.5,16.979999999999997,6
1819,93780,7312455530,312,2015-03-17,2.0,45.98,3,2015-03,2015-11,3,Middle,14.5,16.979999999999997,2
1820,93781,7312455530,312,2015-03-18,5.0,114.95,3,2015-03,2015-11,3,Middle,14.5,42.45,3
1821,93782,7312455530,312,2015-03-23,2.0,45.98,3,2015-03,2015-12,4,End,14.5,16.979999999999997,1
1822,93783,7312455530,312,2015-03-26,2.0,45.98,3,2015-03,2015-12,4,End,14.5,16.979999999999997,4
1823,93784,7312455530,312,2015-03-26,2.0,45.98,3,2015-03,2015-12,4,End,14.5,16.979999999999997,4
1824,93785,7312455530,312,2015-03-26,3.0,68.97,3,2015-03,2015-12,4,End,14.5,25.47,4
1825,93786,7312455530,312,2015-04-01,3.0,68.97,4,2015-04,2015-13,0,Beginning,14.5,25.47,3
1826,93787,7312455530,312,2015-04-04,2.0,45.98,4,2015-04,2015-13,0,Beginning,14.5,16.979999999999997,6
1827,93788,7312455530,312,2015-04-06,2.0,45.98,4,2015-04,2015-14,1,Beginning,14.5,16.979999999999997,1
1828,93789,7312455530,312,2015-04-07,2.0,45.98,4,2015-04,2015-14,1,Beginning,14.5,16.979999999999997,2
1829,93790,7312455530,312,2015-04-09,3.0,68.97,4,2015-04,2015-14,1,Beginning,14.5,25.47,4
1830,93791,7312455530,312,2015-04-11,2.0,45.98,4,2015-04,2015-14,1,Beginning,14.5,16.979999999999997,6
1831,93792,7312455530,312,2015-04-15,3.0,68.97,4,2015-04,2015-15,2,Middle,14.5,25.47,3
1832,93793,7312455530,312,2015-04-16,3.0,68.97,4,2015-04,2015-15,2,Middle,14.5,25.47,4
1833,93794,7312455530,312,2015-04-17,1.0,22.99,4,2015-04,2015-15,2,Middle,14.5,8.489999999999998,5
1834,93795,7312455530,312,2015-04-18,2.0,45.98,4,2015-04,2015-15,2,Middle,14.5,16.979999999999997,6
1835,93796,7312455530,312,2015-04-22,3.0,68.97,4,2015-04,2015-16,3,Middle,14.5,25.47,3
1836,93797,7312455530,312,2015-04-24,3.0,68.97,4,2015-04,2015-16,3,Middle,14.5,25.47,5
1837,93798,7312455530,312,2015-04-28,2.0,45.98,4,2015-04,2015-17,4,End,14.5,16.979999999999997,2
1838,93799,7312455530,312,2015-04-28,2.0,45.98,4,2015-04,2015-17,4,End,14.5,16.979999999999997,2
1839,93800,7312455530,312,2015-04-29,3.0,68.97,4,2015-04,2015-17,4,End,14.5,25.47,3
1840,93801,7312455530,312,2015-04-30,3.0,68.97,4,2015-04,2015-17,4,End,14.5,25.47,4
1841,93802,7312455530,312,2015-05-02,2.0,45.98,5,2015-05,2015-17,0,Beginning,14.5,16.979999999999997,6
1842,93803,7312455530,312,2015-05-04,2.0,45.98,5,2015-05,2015-18,1,Beginning,14.5,16.979999999999997,1
1843,93804,7312455530,312,2015-05-05,2.0,45.98,5,2015-05,2015-18,1,Beginning,14.5,16.979999999999997,2
1844,93805,7312455530,312,2015-05-05,4.0,91.96,5,2015-05,2015-18,1,Beginning,14.5,33.959999999999994,2
1845,93806,7312455530,312,2015-05-07,2.0,45.98,5,2015-05,2015-18,1,Beginning,14.5,16.979999999999997,4
1846,93807,7312455530,312,2015-05-07,3.0,68.97,5,2015-05,2015-18,1,Beginning,14.5,25.47,4
1847,93808,7312455530,312,2015-05-09,2.0,45.98,5,2015-05,2015-18,1,Beginning,14.5,16.979999999999997,6
1848,93809,7312455530,312,2015-05-13,3.0,68.97,5,2015-05,2015-19,2,Middle,14.5,25.47,3
1849,93810,7312455530,312,2015-05-14,2.0,45.98,5,2015-05,2015-19,2,Middle,14.5,16.979999999999997,4
1850,93811,7312455530,312,2015-05-15,3.0,68.97,5,2015-05,2015-19,2,Middle,14.5,25.47,5
1851,93812,7312455530,312,2015-05-18,2.0,45.98,5,2015-05,2015-20,3,Middle,14.5,16.979999999999997,1
1852,93813,7312455530,312,2015-05-19,2.0,45.98,5,2015-05,2015-20,3,Middle,14.5,16.979999999999997,2
1853,93814,7312455530,312,2015-05-20,5.0,114.95,5,2015-05,2015-20,3,Middle,14.5,42.45,3
1854,93815,7312455530,312,2015-05-26,4.0,91.96,5,2015-05,2015-21,4,End,14.5,33.959999999999994,2
1855,93816,7312455530,312,2015-05-27,3.0,68.97,5,2015-05,2015-21,4,End,14.5,25.47,3
1856,93817,7312455530,312,2015-06-03,3.0,68.97,6,2015-06,2015-22,1,Beginning,14.5,25.47,3
1857,93818,7312455530,312,2015-06-03,5.0,114.95,6,2015-06,2015-22,1,Beginning,14.5,42.45,3
1858,93819,7312455530,312,2015-06-04,3.0,68.97,6,2015-06,2015-22,1,Beginning,14.5,25.47,4
1859,93820,7312455530,312,2015-06-05,3.0,68.97,6,2015-06,2015-22,1,Beginning,14.5,25.47,5
1860,93821,7312455530,312,2015-06-06,2.0,45.98,6,2015-06,2015-22,1,Beginning,14.5,16.979999999999997,6
1861,93822,7312455530,312,2015-06-09,2.0,45.98,6,2015-06,2015-23,2,Middle,14.5,16.979999999999997,2
1862,93823,7312455530,312,2015-06-10,5.0,114.95,6,2015-06,2015-23,2,Middle,14.5,42.45,3
1863,93824,7312455530,312,2015-06-15,2.0,45.98,6,2015-06,2015-24,3,Middle,14.5,16.979999999999997,1
1864,93825,7312455530,312,2015-06-19,3.0,68.97,6,2015-06,2015-24,3,Middle,14.5,25.47,5
1865,93826,7312455530,312,2015-06-22,2.0,45.98,6,2015-06,2015-25,4,End,14.5,16.979999999999997,1
1866,93827,7312455530,312,2015-06-24,5.0,114.95,6,2015-06,2015-25,4,End,14.5,42.45,3
1867,93828,7312455530,312,2015-06-25,2.0,45.98,6,2015-06,2015-25,4,End,14.5,16.979999999999997,4
1868,93829,7312455530,312,2015-06-30,2.0,45.98,6,2015-06,2015-26,5,End,14.5,16.979999999999997,2
1869,93830,7312455530,312,2015-07-01,5.0,114.95,7,2015-07,2015-26,0,Beginning,14.5,42.45,3
1870,93831,7312455530,312,2015-07-02,2.0,45.98,7,2015-07,2015-26,0,Beginning,14.5,16.979999999999997,4
1871,93832,7312455530,312,2015-07-04,2.0,45.98,7,2015-07,2015-26,0,Beginning,14.5,16.979999999999997,6
1872,93833,7312455530,312,2015-07-06,2.0,45.98,7,2015-07,2015-27,1,Beginning,14.5,16.979999999999997,1
1873,93834,7312455530,312,2015-07-07,2.0,45.98,7,2015-07,2015-27,1,Beginning,14.5,16.979999999999997,2
1874,93835,7312455530,312,2015-07-07,2.0,45.98,7,2015-07,2015-27,1,Beginning,14.5,16.979999999999997,2
1875,93836,7312455530,312,2015-07-09,2.0,45.98,7,2015-07,2015-27,1,Beginning,14.5,16.979999999999997,4
1876,93837,7312455530,312,2015-07-09,2.0,45.98,7,2015-07,2015-27,1,Beginning,14.5,16.979999999999997,4
1877,93838,7312455530,312,2015-07-09,2.0,45.98,7,2015-07,2015-27,1,Beginning,14.5,16.979999999999997,4
1878,93839,7312455530,312,2015-07-11,2.0,45.98,7,2015-07,2015-27,1,Beginning,14.5,16.979999999999997,6
1879,93840,7312455530,312,2015-07-18,2.0,45.98,7,2015-07,2015-28,2,Middle,14.5,16.979999999999997,6
1880,93841,7312455530,312,2015-07-22,3.0,68.97,7,2015-07,2015-29,3,Middle,14.5,25.47,3
1881,93842,7312455530,312,2015-07-23,2.0,45.98,7,2015-07,2015-29,3,Middle,14.5,16.979999999999997,4
1882,93843,7312455530,312,2015-07-23,2.0,45.98,7,2015-07,2015-29,3,Middle,14.5,16.979999999999997,4
1883,93844,7312455530,312,2015-07-23,3.0,68.97,7,2015-07,2015-29,3,Middle,14.5,25.47,4
1884,93845,7312455530,312,2015-07-25,2.0,45.98,7,2015-07,2015-29,3,Middle,14.5,16.979999999999997,6
1885,93846,7312455530,312,2015-07-27,2.0,45.98,7,2015-07,2015-30,4,End,14.5,16.979999999999997,1
1886,93847,7312455530,312,2015-07-27,2.0,45.98,7,2015-07,2015-30,4,End,14.5,16.979999999999997,1
1887,93848,7312455530,312,2015-07-28,2.0,45.98,7,2015-07,2015-30,4,End,14.5,16.979999999999997,2
1888,93849,7312455530,312,2015-07-28,2.0,45.98,7,2015-07,2015-30,4,End,14.5,16.979999999999997,2
1889,93850,7312455530,312,2015-07-28,2.0,45.98,7,2015-07,2015-30,4,End,14.5,16.979999999999997,2
1890,93851,7312455530,312,2015-08-03,2.0,45.98,8,2015-08,2015-31,1,Beginning,14.5,16.979999999999997,1
1891,93852,7312455530,312,2015-08-04,4.0,91.96,8,2015-08,2015-31,1,Beginning,14.5,33.959999999999994,2
1892,93853,7312455530,312,2015-08-08,2.0,45.98,8,2015-08,2015-31,1,Beginning,14.5,16.979999999999997,6
1893,93854,7312455530,312,2015-08-12,3.0,68.97,8,2015-08,2015-32,2,Middle,14.5,25.47,3
1894,93855,7312455530,312,2015-08-12,5.0,114.95,8,2015-08,2015-32,2,Middle,14.5,42.45,3
1895,93856,7312455530,312,2015-08-15,2.0,45.98,8,2015-08,2015-32,2,Middle,14.5,16.979999999999997,6
1896,93857,7312455530,312,2015-08-19,5.0,114.95,8,2015-08,2015-33,3,Middle,14.5,42.45,3
1897,93858,7312455530,312,2015-08-19,5.0,114.95,8,2015-08,2015-33,3,Middle,14.5,42.45,3
1898,93859,7312455530,312,2015-08-20,3.0,68.97,8,2015-08,2015-33,3,Middle,14.5,25.47,4
1899,93860,7312455530,312,2015-08-20,3.0,68.97,8,2015-08,2015-33,3,Middle,14.5,25.47,4
1900,93861,7312455530,312,2015-08-21,3.0,68.97,8,2015-08,2015-33,3,Middle,14.5,25.47,5
1901,93862,7312455530,312,2015-08-24,2.0,45.98,8,2015-08,2015-34,4,End,14.5,16.979999999999997,1
1902,93863,7312455530,312,2015-08-25,4.0,91.96,8,2015-08,2015-34,4,End,14.5,33.959999999999994,2
1903,93864,7312455530,312,2015-08-26,5.0,114.95,8,2015-08,2015-34,4,End,14.5,42.45,3
1904,93865,7312455530,312,2015-08-27,3.0,68.97,8,2015-08,2015-34,4,End,14.5,25.47,4
1905,93866,7312455530,312,2015-08-28,1.0,22.99,8,2015-08,2015-34,4,End,14.5,8.489999999999998,5
1906,93867,7312455530,312,2015-08-29,2.0,45.98,8,2015-08,2015-34,4,End,14.5,16.979999999999997,6
1907,93868,7312455530,312,2015-09-01,4.0,91.96,9,2015-09,2015-35,0,Beginning,14.5,33.959999999999994,2
1908,93869,7312455530,312,2015-09-02,5.0,114.95,9,2015-09,2015-35,0,Beginning,14.5,42.45,3
1909,93870,7312455530,312,2015-09-03,3.0,68.97,9,2015-09,2015-35,0,Beginning,14.5,25.47,4
1910,93871,7312455530,312,2015-09-05,2.0,45.98,9,2015-09,2015-35,0,Beginning,14.5,16.979999999999997,6
1911,93872,7312455530,312,2015-09-05,2.0,45.98,9,2015-09,2015-35,0,Beginning,14.5,16.979999999999997,6
1912,93873,7312455530,312,2015-09-08,4.0,91.96,9,2015-09,2015-36,1,Beginning,14.5,33.959999999999994,2
1913,93874,7312455530,312,2015-09-12,2.0,45.98,9,2015-09,2015-36,1,Beginning,14.5,16.979999999999997,6
1914,93875,7312455530,312,2015-09-15,2.0,45.98,9,2015-09,2015-37,2,Middle,14.5,16.979999999999997,2
1915,93876,7312455530,312,2015-09-18,3.0,68.97,9,2015-09,2015-37,2,Middle,14.5,25.47,5
1916,93877,7312455530,312,2015-09-19,2.0,45.98,9,2015-09,2015-37,2,Middle,14.5,16.979999999999997,6
1917,93878,7312455530,312,2015-09-21,2.0,45.98,9,2015-09,2015-38,3,Middle,14.5,16.979999999999997,1
1918,93879,7312455530,312,2015-09-24,3.0,68.97,9,2015-09,2015-38,3,Middle,14.5,25.47,4
1919,93880,7312455530,312,2015-09-25,3.0,68.97,9,2015-09,2015-38,3,Middle,14.5,25.47,5
1920,93881,7312455530,312,2015-09-30,5.0,114.95,9,2015-09,2015-39,4,End,14.5,42.45,3
1921,93882,7312455530,312,2015-10-01,2.0,45.98,10,2015-10,2015-39,0,Beginning,14.5,16.979999999999997,4
1922,93883,7312455530,312,2015-10-01,3.0,68.97,10,2015-10,2015-39,0,Beginning,14.5,25.47,4
1923,93884,7312455530,312,2015-10-03,2.0,45.98,10,2015-10,2015-39,0,Beginning,14.5,16.979999999999997,6
1924,93885,7312455530,312,2015-10-05,2.0,45.98,10,2015-10,2015-40,1,Beginning,14.5,16.979999999999997,1
1925,93886,7312455530,312,2015-10-07,3.0,68.97,10,2015-10,2015-40,1,Beginning,14.5,25.47,3
1926,93887,7312455530,312,2015-10-08,3.0,68.97,10,2015-10,2015-40,1,Beginning,14.5,25.47,4
1927,93888,7312455530,312,2015-10-10,2.0,45.98,10,2015-10,2015-40,1,Beginning,14.5,16.979999999999997,6
1928,93889,7312455530,312,2015-10-13,2.0,45.98,10,2015-10,2015-41,2,Middle,14.5,16.979999999999997,2
1929,93890,7312455530,312,2015-10-14,3.0,68.97,10,2015-10,2015-41,2,Middle,14.5,25.47,3
1930,93891,7312455530,312,2015-10-15,2.0,45.98,10,2015-10,2015-41,2,Middle,14.5,16.979999999999997,4
1931,93892,7312455530,312,2015-10-15,2.0,45.98,10,2015-10,2015-41,2,Middle,14.5,16.979999999999997,4
1932,93893,7312455530,312,2015-10-17,2.0,45.98,10,2015-10,2015-41,2,Middle,14.5,16.979999999999997,6
1933,93894,7312455530,312,2015-10-20,2.0,45.98,10,2015-10,2015-42,3,Middle,14.5,16.979999999999997,2
1934,93895,7312455530,312,2015-10-20,2.0,45.98,10,2015-10,2015-42,3,Middle,14.5,16.979999999999997,2
1935,93896,7312455530,312,2015-10-21,3.0,68.97,10,2015-10,2015-42,3,Middle,14.5,25.47,3
1936,93897,7312455530,312,2015-10-22,3.0,68.97,10,2015-10,2015-42,3,Middle,14.5,25.47,4
1937,93898,7312455530,312,2015-10-22,3.0,68.97,10,2015-10,2015-42,3,Middle,14.5,25.47,4
1938,93899,7312455530,312,2015-10-23,1.0,22.99,10,2015-10,2015-42,3,Middle,14.5,8.489999999999998,5
1939,93900,7312455530,312,2015-10-24,2.0,45.98,10,2015-10,2015-42,3,Middle,14.5,16.979999999999997,6
1940,93901,7312455530,312,2015-10-29,3.0,68.97,10,2015-10,2015-43,4,End,14.5,25.47,4
1941,93902,7312455530,312,2015-11-02,2.0,45.98,11,2015-11,2015-44,1,Beginning,14.5,16.979999999999997,1
1942,93903,7312455530,312,2015-11-03,2.0,45.98,11,2015-11,2015-44,1,Beginning,14.5,16.979999999999997,2
1943,93904,7312455530,312,2015-11-04,5.0,114.95,11,2015-11,2015-44,1,Beginning,14.5,42.45,3
1944,93905,7312455530,312,2015-11-07,2.0,45.98,11,2015-11,2015-44,1,Beginning,14.5,16.979999999999997,6
1945,93906,7312455530,312,2015-11-09,2.0,45.98,11,2015-11,2015-45,2,Middle,14.5,16.979999999999997,1
1946,93907,7312455530,312,2015-11-10,2.0,45.98,11,2015-11,2015-45,2,Middle,14.5,16.979999999999997,2
1947,93908,7312455530,312,2015-11-11,5.0,114.95,11,2015-11,2015-45,2,Middle,14.5,42.45,3
1948,93909,7312455530,312,2015-11-12,2.0,45.98,11,2015-11,2015-45,2,Middle,14.5,16.979999999999997,4
1949,93910,7312455530,312,2015-11-12,3.0,68.97,11,2015-11,2015-45,2,Middle,14.5,25.47,4
1950,93911,7312455530,312,2015-11-14,2.0,45.98,11,2015-11,2015-45,2,Middle,14.5,16.979999999999997,6
1951,93912,7312455530,312,2015-11-17,2.0,45.98,11,2015-11,2015-46,3,Middle,14.5,16.979999999999997,2
1952,93913,7312455530,312,2015-11-19,3.0,68.97,11,2015-11,2015-46,3,Middle,14.5,25.47,4
1953,93914,7312455530,312,2015-11-21,2.0,45.98,11,2015-11,2015-46,3,Middle,14.5,16.979999999999997,6
1954,93915,7312455530,312,2015-11-23,2.0,45.98,11,2015-11,2015-47,4,End,14.5,16.979999999999997,1
1955,93916,7312455530,312,2015-11-24,2.0,45.98,11,2015-11,2015-47,4,End,14.5,16.979999999999997,2
1956,93917,7312455530,312,2015-11-24,2.0,45.98,11,2015-11,2015-47,4,End,14.5,16.979999999999997,2
1957,93918,7312455530,312,2015-11-26,2.0,45.98,11,2015-11,2015-47,4,End,14.5,16.979999999999997,4
1958,93919,7312455530,312,2015-12-03,3.0,68.97,12,2015-12,2015-48,0,Beginning,14.5,25.47,4
1959,93920,7312455530,312,2015-12-08,4.0,91.96,12,2015-12,2015-49,1,Beginning,14.5,33.959999999999994,2
1960,93921,7312455530,312,2015-12-09,3.0,68.97,12,2015-12,2015-49,1,Beginning,14.5,25.47,3
1961,93922,7312455530,312,2015-12-09,5.0,114.95,12,2015-12,2015-49,1,Beginning,14.5,42.45,3
1962,93923,7312455530,312,2015-12-10,3.0,68.97,12,2015-12,2015-49,1,Beginning,14.5,25.47,4
1963,93924,7312455530,312,2015-12-10,3.0,68.97,12,2015-12,2015-49,1,Beginning,14.5,25.47,4
1964,93925,7312455530,312,2015-12-15,2.0,45.98,12,2015-12,2015-50,2,Middle,14.5,16.979999999999997,2
1965,93926,7312455530,312,2015-12-15,2.0,45.98,12,2015-12,2015-50,2,Middle,14.5,16.979999999999997,2
1966,93927,7312455530,312,2015-12-15,4.0,91.96,12,2015-12,2015-50,2,Middle,14.5,33.959999999999994,2
1967,93928,7312455530,312,2015-12-17,3.0,68.97,12,2015-12,2015-50,2,Middle,14.5,25.47,4
1968,93929,7312455530,312,2015-12-21,2.0,45.98,12,2015-12,2015-51,3,Middle,14.5,16.979999999999997,1
1969,93930,7312455530,312,2015-12-22,2.0,45.98,12,2015-12,2015-51,3,Middle,14.5,16.979999999999997,2
1970,93931,7312455530,312,2015-12-22,2.0,45.98,12,2015-12,2015-51,3,Middle,14.5,16.979999999999997,2
1971,93932,7312455530,312,2015-12-24,3.0,68.97,12,2015-12,2015-51,3,Middle,14.5,25.47,4
1972,93933,7312455530,312,2015-12-25,3.0,68.97,12,2015-12,2015-51,3,Middle,14.5,25.47,5
1973,93934,7312455530,312,2015-12-28,2.0,45.98,12,2015-12,2015-52,4,End,14.5,16.979999999999997,1
1974,93935,7312455530,312,2015-12-29,4.0,91.96,12,2015-12,2015-52,4,End,14.5,33.959999999999994,2
1975,93936,7312455530,312,2015-12-31,3.0,68.97,12,2015-12,2015-52,4,End,14.5,25.47,4
1976,93937,7312455530,312,2016-01-05,2.0,45.98,1,2016-01,2016-01,1,Beginning,14.5,16.979999999999997,2
1977,93938,7312455530,312,2016-01-05,2.0,45.98,1,2016-01,2016-01,1,Beginning,14.5,16.979999999999997,2
1978,93939,7312455530,312,2016-01-06,3.0,68.97,1,2016-01,2016-01,1,Beginning,14.5,25.47,3
1979,93940,7312455530,312,2016-01-06,5.0,114.95,1,2016-01,2016-01,1,Beginning,14.5,42.45,3
1980,93941,7312455530,312,2016-01-06,5.0,114.95,1,2016-01,2016-01,1,Beginning,14.5,42.45,3
1981,93942,7312455530,312,2016-01-07,2.0,45.98,1,2016-01,2016-01,1,Beginning,14.5,16.979999999999997,4
1982,93943,7312455530,312,2016-01-07,2.0,45.98,1,2016-01,2016-01,1,Beginning,14.5,16.979999999999997,4
1983,93944,7312455530,312,2016-01-07,3.0,68.97,1,2016-01,2016-01,1,Beginning,14.5,25.47,4
1984,93945,7312455530,312,2016-01-12,2.0,45.98,1,2016-01,2016-02,2,Middle,14.5,16.979999999999997,2
1985,93946,7312455530,312,2016-01-12,2.0,45.98,1,2016-01,2016-02,2,Middle,14.5,16.979999999999997,2
1986,93947,7312455530,312,2016-01-13,5.0,114.95,1,2016-01,2016-02,2,Middle,14.5,42.45,3
1987,93948,7312455530,312,2016-01-14,3.0,68.97,1,2016-01,2016-02,2,Middle,14.5,25.47,4
1988,93949,7312455530,312,2016-01-14,3.0,68.97,1,2016-01,2016-02,2,Middle,14.5,25.47,4
1989,93950,7312455530,312,2016-01-14,3.0,68.97,1,2016-01,2016-02,2,Middle,14.5,25.47,4
1990,93951,7312455530,312,2016-01-19,2.0,45.98,1,2016-01,2016-03,3,Middle,14.5,16.979999999999997,2
1991,93952,7312455530,312,2016-01-20,5.0,114.95,1,2016-01,2016-03,3,Middle,14.5,42.45,3
1992,93953,7312455530,312,2016-01-21,2.0,45.98,1,2016-01,2016-03,3,Middle,14.5,16.979999999999997,4
1993,93954,7312455530,312,2016-01-21,3.0,68.97,1,2016-01,2016-03,3,Middle,14.5,25.47,4
1994,93955,7312455530,312,2016-01-22,3.0,68.97,1,2016-01,2016-03,3,Middle,14.5,25.47,5
1995,93956,7312455530,312,2016-01-23,2.0,45.98,1,2016-01,2016-03,3,Middle,14.5,16.979999999999997,6
1996,93957,7312455530,312,2016-01-26,2.0,45.98,1,2016-01,2016-04,4,End,14.5,16.979999999999997,2
1997,93958,7312455530,312,2016-01-28,3.0,68.97,1,2016-01,2016-04,4,End,14.5,25.47,4
1998,93959,7312455530,312,2016-02-02,4.0,91.96,2,2016-02,2016-05,1,Beginning,14.5,33.959999999999994,2
1999,93960,7312455530,312,2016-02-03,5.0,114.95,2,2016-02,2016-05,1,Beginning,14.5,42.45,3
2000,93961,7312455530,312,2016-02-09,2.0,45.98,2,2016-02,2016-06,2,Middle,14.5,16.979999999999997,2
2001,93962,7312455530,312,2016-02-10,5.0,114.95,2,2016-02,2016-06,2,Middle,14.5,42.45,3
2002,93963,7312455530,312,2016-02-11,2.0,45.98,2,2016-02,2016-06,2,Middle,14.5,16.979999999999997,4
